sample_id,text,true_keywords,keybert_keywords,keybert_precision,keybert_recall,keybert_f1,keybert_map,keybert_ndcg,keybert_semantic_sim,tfidf_keywords,tfidf_precision,tfidf_recall,tfidf_f1,tfidf_map,tfidf_ndcg,tfidf_semantic_sim,textrank_keywords,textrank_precision,textrank_recall,textrank_f1,textrank_map,textrank_ndcg,textrank_semantic_sim
50,"Meaty vending machine lets Parisians buy sausages, steaks 24/7  PARIS - With their beloved baguette already available 24 hours a day, it seems only logical that Parisians can now get the Bayonne ham a...",meat; vending machines; france,meat vending; paris seems; the cafes; the bread; carpaccio there,0.0,0.0,0.0,0.0,0.0,0.5442291,machine; business,0.0,0.0,0.0,0.0,0.0,0.4797182083129883,machine; shop; also; said; meat,0.2,0.3333333333333333,0.25,0.06666666666666667,0.18154179253735267,0.557472
51,"The Sun That Did Not Roar This is the height of the 11-year solar cycle, the so-called solar maximum. The face of the Sun should be pockmarked with sunspots, and cataclysmic explosions of X-rays and p...",Sun; NASA; Solar Dynamics Observatory; Space,slacker star; was spotless; storm could; whizzing; coronal mass,0.0,0.0,0.0,0.0,0.0,0.3083183,energy; data,0.0,0.0,0.0,0.0,0.0,0.3777613043785095,solar; sun; cycle; maximum; sunspots,0.2,0.25,0.22222222222222224,0.125,0.24630238874073,0.61871254
52,"As N.C.A.A. Issues Pile Up, a Call for a Commission After hearings on Capitol Hill this year to examine the N.C.A.A. and college sports, some lawmakers believe they have found the next step for the fe...",College Sports; Jim Moran; NCAA; US Politics; Labor Unions,commission on; be bipartisan; reform pushed; washington led; moran bill,0.0,0.0,0.0,0.0,0.0,0.4438838,education; government; medical,0.0,0.0,0.0,0.0,0.0,0.4604584276676178,moran; mr; said; commission; group,0.0,0.0,0.0,0.0,0.0,0.4502135
53,"Brazil's Sao Paulo Shimbun, largest overseas Japanese-language newspaper, closes after 72 years  SAO PAULO - The Sao Paulo Shimbun newspaper has printed its final edition, ending a 72-year run as a vi...",brazil; sao paulo shimbun; helen mizumoto; japan world war ii,shimbun largest; readership and; declining sales; 72 years; would never,0.0,0.0,0.0,0.0,0.0,0.29821616,community; culture,0.0,0.0,0.0,0.0,0.0,0.35263457894325256,japanese; paulo; sao; newspaper; said,0.0,0.0,0.0,0.03125,0.0,0.5006293
54,"Japan approves plan to send SDF officers to Sinai, on first non-U.N. peacekeeping mission  The government on Tuesday approved sending two Self-Defense Forces officers to a multinational peacekeeping f...",sinai; peacekeeping; egypt; israel; mfo; self defense forces,between israel; japan approves; allows sdf; first dispatch; send an,0.0,0.0,0.0,0.0,0.0,0.54229414,government; legislation; law,0.0,0.0,0.0,0.0,0.0,0.42690980434417725,peacekeeping; sdf; japan; defense; government,0.2,0.16666666666666666,0.1818181818181818,0.2638888888888889,0.3391602052736161,0.6364043
55,"Justice Ministry to accept online Japan visa renewals from July, but only by employers and agents  The Justice Ministry announced Tuesday that it will introduce an online application system for visa r...",justice ministry; immigration; foreign workers; expats; foreign trainees,japan visa; renewals for; new visas; accept online; extend foreign,0.0,0.0,0.0,0.0,0.0,0.42036754,government,0.0,0.0,0.0,0.0,0.0,0.5294381380081177,foreign; visa; ministry; online; system,0.0,0.0,0.0,0.0,0.0,0.5292258
56,Sex tapes apparently showing Mahathir aide with another man cloud PM's succession plan  KUALA LUMPUR - Leaked sex videos purporting to show a potential successor to Malaysian Prime Minister Mahathir M...,sex; malaysia; mahathir mohamad; mohamed azmin ali; anwar ibrahim; lgbt; scandals; sexuality,sex tapes; another man; lumpur leaked; as fake; mahathir denied,0.0,0.0,0.0,0.0,0.0,0.47042117,government; law,0.0,0.0,0.0,0.0,0.0,0.46156901121139526,mahathir; azmin; said; anwar; minister,0.0,0.0,0.0,0.0,0.0,0.63083994
57,"Nobel winner Tasuku Honjo sees bigger role for immunotherapy in battling cancer  STOCKHOLM - Japanese scientist Tasuku Honjo, who jointly won this year’s Nobel Prize in physiology or medicine for his ...",tasuku honjo; cancer; nobel prize; medicine; james allison; health,cancers will; nobel winner; bigger role; cells according; protein on,0.0,0.0,0.0,0.0,0.0,0.5631082,treatment; therapy; development; research; medicine,0.2,0.16666666666666666,0.1818181818181818,0.03333333333333333,0.13120507751234178,0.6760767698287964,honjo; cancer; nobel; immune; allison,0.2,0.16666666666666666,0.1818181818181818,0.08333333333333333,0.21398626473452756,0.7700533
58,"Boko Haram hits Nigerian city after thousands flee military operation  KANO, NIGERIA - Boko Haram fighters attacked the northeast Nigerian city of Damaturu for the first time since late 2014, resident...",boko haram; nigeria; damaturu; yobe; islamic state; terrorism,hits nigerian; borno and; impending raid; were killed; gmt firing,0.0,0.0,0.0,0.0,0.0,0.4902466,management,0.0,0.0,0.0,0.0,0.0,0.5194214582443237,said; military; city; attack; people,0.0,0.0,0.0,0.0,0.0,0.6147307
59,Toyota and Subaru agree to jointly develop electric SUVs  Toyota Motor Corp. and Subaru Corp. said Thursday they have agreed to jointly develop an electric sports utility vehicle to be sold under each...,toyota; subaru; suv; u.s .; carmakers,electric suvs; two automakers; jointly develop; auto markets; all wheel,0.0,0.0,0.0,0.0,0.0,0.57891095,development,0.0,0.0,0.0,0.0,0.0,0.4806654751300812,subaru; toyota; electric; said; two,0.4,0.4,0.4000000000000001,0.4,0.5531464700081437,0.7339527
60,"Global security officials meet to hammer out united 5G security approach  PRAGUE - Global cooperation is key to ensuring the security of 5G networks, cyber security officials said on Thursday at a mee...",5g; telecoms; huawei; europe; japan; russia; china; cybersecurity; u.s .; eu,5g security; czech republic; hackers to; meet to; smart cities,0.0,0.0,0.0,0.0,0.0,0.571638,technology; networks; policy; data; intelligence,0.0,0.0,0.0,0.0,0.0,0.502576470375061,security; said; huawei; could; products,0.2,0.1,0.13333333333333333,0.03333333333333333,0.16958010263680806,0.68087256
61,Texas Will Require Burial of Aborted Fetuses Texas approved new rules this week requiring health care facilities that perform abortions to bury the fetal remains instead of disposing of them in a sani...,"Texas; Abortion; Greg Abbott; Women's rights,Feminism",fetuses texas; approved new; care decisions; should be; waste and,0.0,0.0,0.0,0.0,0.0,0.33484307,medical; health; law; human; medicine,0.0,0.0,0.0,0.0,0.0,0.3143792450428009,texas; rules; said; abortion; state,0.4,0.5,0.4444444444444445,0.375,0.5585075862632192,0.6574043
62,"Chinese ride-sharing giant Didi Chuxing admits 'responsibility' after passenger is raped, murdered  BEIJING - Chinese ride-hailing giant Didi Chuxing said Sunday it will suspend its carpooling service...",didi chuxing; murder; police; china; transportation,didi chuxing; its carpooling; will suspend; shanghai based; regulate itself,0.2,0.2,0.20000000000000004,0.2,0.3391602052736161,0.5294415,business; community,0.0,0.0,0.0,0.0,0.0,0.3756885826587677,didi; said; passenger; driver; service,0.0,0.0,0.0,0.02857142857142857,0.0,0.5995833
63,"Top American Pair Splits The two-time United States pairs champions Marissa Castelli and Simon Shnapir, who finished ninth at the Olympics, ended their partnership. Both skaters are looking to continu...",Marissa Castelli; Simon Shnapir; Figure skating,pair splits; pairs champions; skaters are; american pair; states pairs,0.0,0.0,0.0,0.0,0.0,0.30787295,,0.0,0.0,0.0,0.0,0.0,0.0,splits; continue; two; looking; time,0.0,0.0,0.0,0.0,0.0,0.29769576
64,"Brands to Ad Agencies: Diversify or Else The advertising industry has tried for decades with little success to shed its “Mad Men”-like reputation as a profession dominated by white men. Now, some of t...","General Mills; American Association of Advertising Agencies; advertising,marketing; Race and Ethnicity; Women and Girls; Discrimination; Job Recruiting and Hiring; Verizon Communications; HP Inc",minorities they; women buy; mad men; mills said; work force,0.0,0.0,0.0,0.0,0.0,0.59100455,business; marketing; change; culture; teaching,0.0,0.0,0.0,0.0,0.0,0.49727708101272583,agencies; said; industry; diversity; creative,0.0,0.0,0.0,0.0,0.0,0.46488088
65,"Philippines ready and able to create its own space agency, minister says  MANILA - The Philippines is ripe to establish its own space agency, the country’s science and technology minister said Thursda...",philippines; space,space science; set up; its own; bill creating; with japan,0.0,0.0,0.0,0.0,0.0,0.37946814,technology; research; science; development; management,0.0,0.0,0.0,0.0,0.0,0.4546903669834137,space; agency; said; philippine; security,0.2,0.5,0.28571428571428575,0.5,0.6131471927654584,0.6257099
66,Military Contractors Await Details of Obama’s Budget The good news for big military contractors from President Obama’s budget this week was his proposal to increase the basic Pentagon budget by 4 perc...,United States Armament and Defense; Defense Contracts; Budgets and Budgeting; United States Economy,lobbyists will; plans to; washington and; obama raised; current fiscal,0.0,0.0,0.0,0.0,0.0,0.3980324,government; research; business; finance; intelligence,0.0,0.0,0.0,0.0,0.0,0.39969784021377563,said; billion; budget; obama; military,0.0,0.0,0.0,0.0,0.0,0.54634583
67,"Pressure Is on Germany to Narrow Its Trade Gap FRANKFURT — Germany’s huge trade surplus, a source of pride for Germans but an irritant to the rest of Europe, could undergo much tougher European Union ...",Germany; International trade; Euro Crisis; GNP; EU,gap frankfurt; pressure is; union scrutiny; euro on; trade surpluses,0.0,0.0,0.0,0.0,0.0,0.5595448,finance; theory; government; change; policy,0.0,0.0,0.0,0.0,0.0,0.43759021162986755,germany; european; trade; german; euro,0.2,0.2,0.20000000000000004,0.2,0.3391602052736161,0.8879639
68,Special Hello Kitty dessert buffet available at Hilton Osaka  OSAKA - A Hello Kitty-themed dessert buffet is now available at Hilton Osaka to mark the key anniversaries of one of the world’s most belo...,hello kitty; hilton osaka; osaka,kitty dessert; buffet to; peaches and; dolls; decorated with,0.0,0.0,0.0,0.0,0.0,0.37043455,,0.0,0.0,0.0,0.0,0.0,0.0,buffet; kitty; hotel; hello; dessert,0.0,0.0,0.0,0.041666666666666664,0.0,0.45513988
69,Saudi Arabia's strategy of silence on Khashoggi risky amid media storm: analysts  DUBAI - Riyadh’s silence since shrugging off as “baseless” reports of a state-sponsored killing of Saudi columnist Jam...,saudi arabia; media; jamal khashoggi; murder; mohammed bin salman; turkey,silence saudi; with khashoggi; is risky; urged allies; riyadh faces,0.0,0.0,0.0,0.0,0.0,0.4864545,strategy; social; behavior; human,0.0,0.0,0.0,0.0,0.0,0.5385875701904297,saudi; said; khashoggi; arabia; prince,0.0,0.0,0.0,0.020833333333333332,0.0,0.75471026
70,"White House and Justice officials discussed Robert Mueller report, say media  WASHINGTON - U.S. Justice Department officials had numerous conversations in recent days with White House lawyers about th...",robert mueller; william barr; donald trump; rod rosenstein; u.s .; democrats; russia probe,mueller report; trump lawyers; white house; exonerate trump; lawmakers barr,0.0,0.0,0.0,0.0,0.0,0.5626444,knowledge,0.0,0.0,0.0,0.0,0.0,0.4620448350906372,mueller; trump; report; barr; justice,0.0,0.0,0.0,0.0,0.0,0.71319664
71,"James H. Quello, 95; Ex-F.C.C. Commissioner Who Championed the Industry James H. Quello, who as a generally pro-business member of the Federal Communications Commission from the 1970s to the 1990s hel...",Federal Communications Commission; Television; Quello James H; Deaths (Obituaries),party mr; nixon appointed; disappoint his; to deregulate; was 95,0.0,0.0,0.0,0.0,0.0,0.29843107,programming; society; networks; business; law,0.0,0.0,0.0,0.0,0.0,0.34345561265945435,quello; mr; james; said; president,0.0,0.0,0.0,0.0,0.0,0.5964685
72,"Islamic State 'Voice of Paris attacks' killed in Syria airstrike, sources say  PARIS - A top French Islamic State jihadi who became notorious after voicing an audio recording claiming responsibility f...",islamic state; paris attacks; syria; fabien clain; terrorism; baghouz; france; u.s .,jihadi rampage; top french; been killed; anonymity; found guilty,0.0,0.0,0.0,0.0,0.0,0.47115892,,0.0,0.0,0.0,0.0,0.0,0.0,paris; attacks; sources; killed; france,0.2,0.125,0.15384615384615385,0.025,0.13120507751234178,0.6694049
73,"Getting Mortgage Payment Cut Takes Patience, and Luck On the day in June when her mortgage company finally agreed to lower her monthly payments, Yolanda Thomas felt a twinge of hope that she would hol...",Mortgages; Foreclosures; Housing and Real Estate; Layoffs and Job Reductions; Labor and Jobs; Queens (NYC),her mortgage; thomas felt; takes patience; mistake was; last month,0.0,0.0,0.0,0.0,0.0,0.31746262,marketing; finance,0.0,0.0,0.0,0.0,0.0,0.451740562915802,chase; thomas; ms; payments; loan,0.0,0.0,0.0,0.0,0.0,0.4373722
74,Fiancee of murdered Saudi journalist Jamal Khashoggi says Japan should broach subject at G20 summit  LONDON - The fiancee of slain Saudi Arabian journalist Jamal Khashoggi has called on the Japanese g...,jamal khashoggi; g20; saudi arabia; osaka; hatice cengiz,japan should; khashoggi says; broach subject; contacted her; attend g20,0.0,0.0,0.0,0.0,0.0,0.46147814,government; development,0.0,0.0,0.0,0.0,0.0,0.38707923889160156,saudi; said; khashoggi; cengiz; journalist,0.0,0.0,0.0,0.0,0.0,0.7216728
75,"Nikkei turns moderately higher on Wall Street rally  The benchmark Nikkei average rebounded modestly on the Tokyo Stock Exchange Wednesday, aided by an extended rally on Wall Street. The 225-issue Nik...",nikkei; tokyo stock exchange; stocks; topix,nikkei average; the tokyo; street rally; top heaviness; mainstay issues,0.0,0.0,0.0,0.0,0.0,0.44492608,technology; business,0.0,0.0,0.0,0.0,0.0,0.405575156211853,percent; nikkei; points; issues; market,0.2,0.25,0.22222222222222224,0.125,0.24630238874073,0.60377574
76,"Johnny Podres, Series Star, Dies at 75 Johnny Podres, who became a celebrated figure in the storied history of the Brooklyn Dodgers in October 1955, when he pitched them to their only World Series cha...",Brooklyn Dodgers; World Series; Baseball; Deaths (Obituaries),his death; series star; retiring them; podres recalled; dodgers won,0.0,0.0,0.0,0.0,0.0,0.43535894,,0.0,0.0,0.0,0.0,0.0,0.0,podres; dodgers; brooklyn; world; series,0.0,0.0,0.0,0.0,0.0,0.61287624
77,"On Talk Radio, Conservatives Are Energized Amid all the pressures on the radio industry, news-talk stations see an opportunity — and his name is Barack Obama . After eight years of playing defense for...","Radio; Barack Obama; Rush Limbaugh; Mike Huckabee; Politics; 2008 Presidential Election; Rudolph W Giuliani; Fred Dalton Thompson; News media,journalism; Conservatism in the United States",obama election; talk referring; morning joe; dobbs is; the middle,0.0,0.0,0.0,0.0,0.0,0.41208512,networks; programming; business; knowledge; law,0.0,0.0,0.0,0.0,0.0,0.353014200925827,radio; mr; talk; show; said,0.2,0.1,0.13333333333333333,0.1,0.3391602052736161,0.5313395
78,"Nursing cafes aim to promote regional growth, stimulate dialogue on elder care in Japan  Workers in the nursing care and welfare sectors are increasingly gathering at so-called “nursing cafes” in an e...",nursing care; care workers; aging society,nursing cafes; japan workers; young staff; dialogue on; priests and,0.0,0.0,0.0,0.0,0.0,0.3900964,medical; society; change; social; business,0.0,0.0,0.0,0.0,0.0,0.42515668272972107,people; care; said; nursing; cafe,0.0,0.0,0.0,0.0,0.0,0.46960512
79,"James R. Grover Jr., Ex-Congressman From Long Island, Dies at 93 When former Representative James R. Grover Jr. , a Republican from Suffolk County on Long Island, was in his ninth year in Congress in ...",Grover James R.; Long Island (NY); Deaths (Obituaries); Grover James R Jr,ex congressman; longworth house; survived; island dies; vietnam war,0.0,0.0,0.0,0.0,0.0,0.39082435,law; legislation; development; research,0.0,0.0,0.0,0.0,0.0,0.28901857137680054,grover; mr; said; suffolk; county,0.0,0.0,0.0,0.0,0.0,0.42646265
80,"Justice Department agrees to turn over Mueller probe's 'most important files,' Democrats say  WASHINGTON - The Justice Department has agreed to turn over some of the underlying evidence from special c...",democrats; robert mueller; donald trump; jerrold nadler; william barr; john dean; russia probe; u.s .,mueller said; committee will; turn over; democrats began; watergate what,0.0,0.0,0.0,0.0,0.0,0.49329233,intelligence,0.0,0.0,0.0,0.0,0.0,0.40718311071395874,report; trump; said; mueller; house,0.0,0.0,0.0,0.020833333333333332,0.0,0.6506244
81,"Oracle Growth Plans Worry Rivals and Customers SAN FRANCISCO — Each year, Oracle ’s presence looms over this city for a week, during the company’s Open World customer conference. About 41,000 people a...",Oracle Corp; Mergers Acquisitions and Divestitures; Computers and the Internet; Enterprise Computing,growth plans; between san; company open; worry rivals; week during,0.0,0.0,0.0,0.0,0.0,0.24317546,technology; business; computer; data; marketing,0.0,0.0,0.0,0.0,0.0,0.5240451097488403,oracle; customers; software; said; people,0.0,0.0,0.0,0.0,0.0,0.44742784
82,"At Tokyo summit, Malala Yousafzai urges world leaders to expand educational opportunities for women  Visiting Nobel Peace Prize laureate Malala Yousafzai urged world leaders Saturday to further promot...",malala yousafzai; education; nobel prize; female empowerment; waw,yousafzai urged; world leaders; to girls; to expand; malala,0.0,0.0,0.0,0.0,0.0,0.49345827,education; social; development; skills; policy,0.2,0.2,0.20000000000000004,0.2,0.3391602052736161,0.625206470489502,women; education; world; leaders; year,0.2,0.2,0.20000000000000004,0.1,0.21398626473452756,0.60107064
83,Over million new cases daily: WHO alarmed at STD spread in era of dating apps  GENEVA - The World Health Organization expressed alarm Thursday at the lack of progress on curbing sexually transmitted d...,who; stds; dating; apps; stis; family planning; u.n .,diseases std; dating apps; condom use; million were; gonorrhea may,0.0,0.0,0.0,0.0,0.0,0.44726545,health; treatment; data; education,0.0,0.0,0.0,0.0,0.0,0.4380228817462921,people; said; stis; syphilis; sexually,0.2,0.14285714285714285,0.16666666666666666,0.047619047619047616,0.16958010263680806,0.6030085
84,'We could have had chefs': Trump serves up fast food to visiting athletes at White House again  WASHINGTON - President Donald Trump didn’t have to change the menu Monday for his second hosting of coll...,fast food; donald trump; u.s .; offbeat,chefs trump; dining room; food defying; pizzas the; with fries,0.0,0.0,0.0,0.0,0.0,0.48320642,medical; health; change,0.0,0.0,0.0,0.0,0.0,0.3278703987598419,trump; table; house; food; white,0.0,0.0,0.0,0.0,0.0,0.49929938
85,Special Session Starts in Texas Texas lawmakers are back for a special session that started the day after their 140-day regular session. That’s something like sprinting to the finish of a long race an...,Texas; Politics and Government; State Legislatures; Law and Legislation; Republican Party; Democratic Party,texas lawmakers; session starts; 30 days; those runs; issue could,0.0,0.0,0.0,0.0,0.0,0.35259444,finance; legislation; health; policy; theory,0.0,0.0,0.0,0.0,0.0,0.5019859075546265,session; democrats; special; school; davis,0.0,0.0,0.0,0.0,0.0,0.44112587
86,"Mets Have to Rely on a Replacement for Neil Walker, but He Comes Up Big Manager Terry Collins had just watched the Mets claim a dramatic victory over a division rival they are fighting for a playoff s...",Mets; Neil Walker; Miami Marlins; Kelly Johnson; Baseball; Sports injury,baseman; terry collins; division rival; injury bug; walker assessed,0.0,0.0,0.0,0.0,0.0,0.62250024,,0.0,0.0,0.0,0.0,0.0,0.0,mets; walker; season; collins; said,0.2,0.16666666666666666,0.1818181818181818,0.16666666666666666,0.3391602052736161,0.6256544
87,"Osamu Shimomura, co-winner of 2008 Nobel Prize in chemistry, dies in Nagasaki aged 90  Marine biologist Osamu Shimomura, a co-winner of the 2008 Nobel Prize in chemistry, has died at the age of 90, Na...",osamu shimomura; obituary,chemistry dies; university died; 1945 when; aged 90; he won,0.0,0.0,0.0,0.0,0.0,0.33412167,development; medical,0.0,0.0,0.0,0.0,0.0,0.32892173528671265,university; nagasaki; shimomura; chemistry; prize,0.0,0.0,0.0,0.0,0.0,0.51873636
88,"'Too big to fail — until now': Warming seas wrecking Great Barrier Reef's regrowth  PARIS - Rising sea temperatures have wrecked the Great Barrier Reef’s ability to regrow, researchers said Wednesday,...",great barrier reef; coral; climate change,reef regrowth; waves in; wrecking great; decades dead; mass bleaching,0.0,0.0,0.0,0.0,0.0,0.34844428,environment; climate; research,0.0,0.0,0.0,0.0,0.0,0.5335214734077454,reef; coral; bleaching; species; said,0.2,0.3333333333333333,0.25,0.16666666666666666,0.2960819109658652,0.54399633
89,Automated train in Yokohama crash continued moving 1 meter after slamming into buffer  A driverless train that injured 14 people in Yokohama on Saturday after moving in the wrong direction continued m...,yokohama; accidents; yokohama seaside line; rail,train brake; crash continued; commuters but; driverless; injured 14,0.0,0.0,0.0,0.0,0.0,0.47988653,,0.0,0.0,0.0,0.0,0.0,0.0,train; buffer; said; station; moving,0.0,0.0,0.0,0.025,0.0,0.49359506
90,"L.S.U. Has Unblemished Record on Uneven Ground Before the Louisiana State Tigers even finished out September, they had endured a hurricane and a bomb threat. They had dismissed the star player Tyrann ...",Football; Louisiana State University; Miles Les; Football (College); Mettenberger Zach; College Athletics,was undefeated; tigers lost; the louisiana; team still; season to,0.0,0.0,0.0,0.0,0.0,0.37952107,,0.0,0.0,0.0,0.0,0.0,0.0,said; towson; mettenberger; tigers; season,0.0,0.0,0.0,0.0,0.0,0.4344012
91,"Super Bowl — Joe Flacco’s Precision Typical of Elite Quarterbacks NEW ORLEANS — Neither of Joe Flacco’s two brothers was on the field in the Super Bowl on Sunday night. Flacco, the Baltimore Ravens’ q...",Super Bowl; Joe Flacco; Ravens; 49ers; Football,flacco was; orleans neither; harbaugh fired; nothing new; ball 50,0.0,0.0,0.0,0.0,0.0,0.41286296,,0.0,0.0,0.0,0.0,0.0,0.0,flacco; ravens; game; new; said,0.2,0.2,0.20000000000000004,0.1,0.21398626473452756,0.5463189
92,Driverless trains back on track in Yokohama — with drivers  YOKOHAMA - Automated trains in Yokohama resumed services Tuesday — but with drivers in control — three days after one of them reversed into ...,automation; yokohama seaside line; accidents,buses said; drivers in; 200 passengers; found no; been slowed,0.0,0.0,0.0,0.0,0.0,0.29944146,,0.0,0.0,0.0,0.0,0.0,0.0,line; train; accident; said; yokohama,0.0,0.0,0.0,0.0,0.0,0.5075625
93,Hawaii: Minimum Wage to Rise Gov. Neil Abercrombie on Friday approved a gradual increase in the state’s minimum wage to $10.10 an hour. The move makes Hawaii the latest in a string of Democratic-domin...,Hawaii; Minimum wage; Neil Abercrombie,minimum wage; makes hawaii; to rise; level of; to 10,0.2,0.3333333333333333,0.25,0.3333333333333333,0.46927872602275644,0.57564926,law; legislation,0.0,0.0,0.0,0.0,0.0,0.2439211905002594,wage; state; minimum; hawaii; approved,0.2,0.3333333333333333,0.25,0.08333333333333333,0.20210734650054757,0.6339955
94,Winning Isn’t Everything. Check the Periphery. COLLABORATION can be a powerful driver of innovation when it is done thoughtfully. But thoughtfulness can be hard to achieve in a traditional corporate o...,New York University; Tisch School of the Arts; Telephones and Telecommunications; Science and Technology,of innovation; argument tends; isn everything; you won; students are,0.0,0.0,0.0,0.0,0.0,0.33785525,technology; energy; innovation; environment; human,0.0,0.0,0.0,0.0,0.0,0.5388635396957397,program; said; professor; students; new,0.0,0.0,0.0,0.0,0.0,0.40513492
95,"Hurdles Are Still High for a New Fed Front-Runner As the favorite to succeed Ben S. Bernanke to lead the Federal Reserve, Janet L. Yellen faces no shortage of hurdles. The first would be to win confir...",Federal Reserve; Unemployment; US Economy; Quantitative easing; Lawrence H Summers; Janet L Yellen; Barack Obama; Appointments and Executive Changes,hurdles the; front runner; democrat who; new fed; yellen enjoys,0.0,0.0,0.0,0.0,0.0,0.46813577,health; statistics; data,0.0,0.0,0.0,0.0,0.0,0.3875460624694824,yellen; ms; fed; mr; rate,0.0,0.0,0.0,0.0,0.0,0.50041664
96,Nissan to cancel plans to make X-Trail SUV in U.K. with less than two months before scheduled EU exit: Sky News  LONDON - Nissan Motor Co. is canceling plans to make the next model of its X-Trail spor...,nissan; sunderland; brexit; u.k .; carmakers,the suv; cancel plans; qashqai; manufacture new; nissan declined,0.0,0.0,0.0,0.0,0.0,0.47247872,government; society; data,0.0,0.0,0.0,0.0,0.0,0.40802010893821716,nissan; britain; said; trail; eu,0.2,0.2,0.20000000000000004,0.2,0.3391602052736161,0.68157846
97,China will prosecute graft and terror suspects even if they flee  BEIJING - China changed its law on Friday to allow judgments to be delivered in corruption and terror cases even when the suspects do ...,china; graft; courts; xi jinping; rights,will prosecute; china changed; graft and; weaken rights; states canada,0.0,0.0,0.0,0.0,0.0,0.65101254,law; government; change,0.0,0.0,0.0,0.0,0.0,0.5624067187309265,suspects; china; graft; law; said,0.4,0.4,0.4000000000000001,0.2333333333333333,0.38356636737133565,0.72954464
98,"Venezuelan general calls for military uprising against Maduro  CARACAS - A Venezuelan air force general has called on his country’s armed forces to rise up against President Nicolas Maduro, who remain...",venezuela; military; juan guaido; ramon rangel . nicolas maduro,general calls; failed uprising; forces became; power with; rise up,0.0,0.0,0.0,0.0,0.0,0.3585949,social; community,0.0,0.0,0.0,0.0,0.0,0.35418155789375305,military; rangel; maduro; force; air,0.2,0.25,0.22222222222222224,0.25,0.3903800499921017,0.59096336
99,Abe Cabinet survives no-confidence motion in Lower House over handling of pension report  A no-confidence motion against the Cabinet of Prime Minister Shinzo Abe was voted down Tuesday in the House of...,cabinet; shinzo abe; diet; sdp; jcp; dpp; cdp,forces still; minister taro; japan; file no; irresponsibly,0.0,0.0,0.0,0.0,0.0,0.34233385,government; sustainability; finance; social,0.0,0.0,0.0,0.0,0.0,0.3922128677368164,opposition; motion; abe; party; report,0.0,0.0,0.0,0.0,0.0,0.48513517
