sample_id,text,ecosystem,true_keywords,keybert_keywords,keybert_precision,keybert_recall,keybert_f1,keybert_partial_match,keybert_semantic_sim,keybert_ndcg,tfidf_keywords,tfidf_precision,tfidf_recall,tfidf_f1,tfidf_partial_match,tfidf_semantic_sim,tfidf_ndcg,textrank_keywords,textrank_precision,textrank_recall,textrank_f1,textrank_partial_match,textrank_semantic_sim,textrank_ndcg,hybrid_keywords,hybrid_precision,hybrid_recall,hybrid_f1,hybrid_partial_match,hybrid_semantic_sim,hybrid_ndcg
49,Node.js module to interact with Apolitical's APIs,npm,http; apis; node modules,apis; apolitical; node; js; interact,0.2,0.3333333333333333,0.25,0.4,0.8173999786376953,0.5,js; node,0.0,0.0,0.0,0.5,0.6347997188568115,0.19004688335796713,interact; js; apolitical; node; apis,0.2,0.3333333333333333,0.25,0.4,0.8173999786376953,0.25872091687335336,js; node; apis; apolitical; interact,0.2,0.3333333333333333,0.25,0.4,0.8173999786376953,0.4298593499260986
50,decode html entities,npm,decode; html; entities,decode; html; entities,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,html; decode; entities,1.0,1.0,1.0,1.0,1.0,1.0,decode; html; entities,1.0,1.0,1.0,1.0,1.0,1.0
51,Parent POM for Microsoft Azure SDK for Java,maven,azure; azure-resources; azure-sdk; azure-services; hacktoberfest; java; media,azure; pom; java; parent; microsoft,0.4,0.2857142857142857,0.3333333333333333,0.4,1.0,0.45791971679717963,java; azure,1.0,0.2857142857142857,0.4444444444444445,1.0,1.0,0.5615443777322888,microsoft; pom; azure; parent; java,0.4,0.2857142857142857,0.3333333333333333,0.4,1.0,0.29806952783463897,azure; java; pom; microsoft; parent,0.4,0.2857142857142857,0.3333333333333333,0.4,1.0,0.5615443777322888
52,Parcel namer plugin to rename bundles by interpolating a filename template.,npm,parcel; parcel-plugin; parcel-namer; interpolate,bundles; rename; namer; parcel; filename,0.2,0.25,0.22222222222222224,0.4,1.0000001192092896,0.2604545425701507,parcel,1.0,0.25,0.4,1.0,1.0,0.31939394323979897,plugin; interpolating; rename; bundles; namer,0.0,0.0,0.0,0.6,0.979019045829773,0.22847471369190214,parcel; bundles; rename; namer; filename,0.2,0.25,0.22222222222222224,0.4,1.0000001192092896,0.3992424290497487
53,This is an SDK for the Comments Microapi at Microapi.dev Organization ,npm,sdk; comments; replies; microapi; microservice; organizations; applications; tokens; utility; services,microapi; dev; comments; organization,0.5,0.2,0.28571428571428575,0.75,0.9753023982048035,0.5281127640137158,,0.0,0.0,0.0,0.0,0.0,0.0,microapi; dev; organization; comments,0.5,0.2,0.28571428571428575,0.75,0.9753022789955139,0.5097320472647343,microapi; dev; comments; organization,0.5,0.2,0.28571428571428575,0.75,0.9753023982048035,0.5281127640137158
54,"Package tagexpr is an interesting go struct tag expression syntax for field validation, etc.  Copyright 2019 Bytedance Inc. All Rights Reserved.  Licensed under the Apache License, Version 2.0 (the ""L...",go,binding; dsl; expression; go; struct-tag; validator,tag; reserved; compliance; law; required,0.0,0.0,0.0,0.2,0.0,0.1403860944330722,see; apache; language,0.0,0.0,0.0,0.0,0.0,0.0,license; may; distributed; expression; syntax,0.2,0.16666666666666666,0.1818181818181818,0.2,1.0000003576278687,0.1403860944330722,apache; tag; reserved; field; rights,0.0,0.0,0.0,0.2,0.0,0.1403860944330722
55,"Provides easy access to a huge database of quotes of everybody's favorite rapper, Kanye West, through the kanye.rest API.",nuget,jolly; quote; quotes; generation; generator; interface; kanye; rest; west; api,kanye; quotes; rapper; west; database,0.6,0.2727272727272727,0.37499999999999994,0.6,0.9189269542694092,0.7019304721653611,database,0.0,0.0,0.0,0.0,0.0,0.0,kanye; huge; database; quotes; west,0.6,0.2727272727272727,0.37499999999999994,0.6,1.0,0.5420802832028203,database; kanye; quotes; west; rapper,0.6,0.2727272727272727,0.37499999999999994,0.6,0.918927013874054,0.598305811230252
56,Core binding library for composing asynchronous and event-based operations in JavaScript,npm,react; reactive; events; rx; rxjs,asynchronous; binding; javascript; event; composing,0.0,0.0,0.0,0.2,0.9413434267044067,0.0701930472165361,core,0.0,0.0,0.0,0.0,0.0,0.0,composing; based; asynchronous; event; binding,0.0,0.0,0.0,0.2,0.9413434267044067,0.0701930472165361,core; asynchronous; binding; composing; event,0.0,0.0,0.0,0.2,0.9413434267044067,0.06046099995180186
57,Type and Provider to install Software via Winget,puppet,package; net; microsoft; package-manager; winget; puppet; puppet-module,winget; provider; install; type,0.25,0.14285714285714285,0.18181818181818182,0.25,0.9999998211860657,0.2807721888661444,,0.0,0.0,0.0,0.0,0.0,0.0,install; provider; via; type; winget,0.2,0.14285714285714285,0.16666666666666666,0.2,0.9999998807907104,0.12092199990360372,winget; provider; install; type; via,0.2,0.14285714285714285,0.16666666666666666,0.2,0.9999998807907104,0.2807721888661444
58,Provides modules for Spring integration,maven,dependency-injection; inversion-of-control; thread-injection,modules; spring; provides; integration,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,modules; spring; provides; integration,0.0,0.0,0.0,0.0,0.0,0.0,modules; spring; provides; integration,0.0,0.0,0.0,0.0,0.0,0.0
59,wechat mini program canvas draw tool.,npm,wechat; mini-program; canvas,canvas; wechat; draw; program; mini,0.4,0.6666666666666666,0.5,0.8,0.8475843667984009,0.9370597127080369,,0.0,0.0,0.0,0.0,0.0,0.0,program; mini; canvas; wechat; draw,0.4,0.6666666666666666,0.5,0.8,0.8475843667984009,0.8099531166420328,canvas; wechat; program; draw; mini,0.4,0.6666666666666666,0.5,0.8,0.8475843667984009,0.9619425043131191
60,"LiPD utilities to process, convert, and analyze data.",pypi,paleo; matlab; python; paleoclimatology; linkedearth,lipd; data; analyze; convert; process,0.0,0.0,0.0,0.0,0.0,0.0,data,0.0,0.0,0.0,0.0,0.0,0.0,process; convert; utilities; analyze; lipd,0.0,0.0,0.0,0.0,0.0,0.0,data; lipd; analyze; convert; process,0.0,0.0,0.0,0.0,0.0,0.0
61,Wordpress CMS plugin by Nicklas Ridewing,packagist,cms; wordpress; ridewing; superpowers,plugin; cms; wordpress; ridewing; nicklas,0.6,0.75,0.6666666666666665,0.6,1.0000001192092896,0.680606056760201,,0.0,0.0,0.0,0.0,0.0,0.0,plugin; cms; nicklas; wordpress; ridewing,0.6,0.75,0.6666666666666665,0.6,1.0000001192092896,0.6166463990037038,plugin; cms; wordpress; ridewing; nicklas,0.6,0.75,0.6666666666666665,0.6,1.0000001192092896,0.680606056760201
62,MongoDB Stitch JavaScript SDK - Server HTTP Service,npm,mongodb; aws; twilio; http; mobile; serverless; stitch; atlas,mongodb; stitch; http; service; javascript,0.6,0.375,0.4615384615384615,0.6,1.0,0.7386919056633241,service; http,0.5,0.125,0.2,0.5,1.0,0.2807721888661444,javascript; stitch; http; mongodb; service,0.6,0.375,0.4615384615384615,0.6,1.0,0.598305811230252,http; service; mongodb; stitch; javascript,0.6,0.375,0.4615384615384615,0.6,1.0,0.598305811230252
63,"Laravel wrapper for surveyjs library, Only Laravel 8 is supported",packagist,laravel; survey manager; laravelsurveyjs; surveyjs; laravel survey; survey editor; surveyjs builder; dkvhin,surveyjs; laravel; wrapper; supported,0.5,0.25,0.3333333333333333,0.5,1.0,0.5615443777322888,wrapper,0.0,0.0,0.0,0.0,0.0,0.0,laravel; surveyjs; wrapper; supported,0.5,0.25,0.3333333333333333,0.5,1.0,0.5615443777322888,wrapper; surveyjs; laravel; supported,0.5,0.25,0.3333333333333333,0.5,1.0,0.45791971679717963
64,Like django.contrib.redirects on steroids. Maybe.,pypi,django; redirect; python; redirects; web,django; redirects; steroids; like; contrib,0.4,0.4,0.4000000000000001,0.4,1.0,0.5615443777322888,,0.0,0.0,0.0,0.0,0.0,0.0,contrib; redirects; django; steroids; like,0.4,0.4,0.4000000000000001,0.4,1.0,0.45791971679717963,django; redirects; steroids; contrib; like,0.4,0.4,0.4000000000000001,0.4,1.0,0.5615443777322888
65,Your contactless discography,npm,tag; rfid; music; disc; cd; discography,discography; contactless,0.5,0.16666666666666666,0.25,0.5,0.9999997615814209,0.2807721888661444,,0.0,0.0,0.0,0.0,0.0,0.0,contactless; discography,0.5,0.16666666666666666,0.25,0.5,0.9999997615814209,0.2807721888661444,discography; contactless,0.5,0.16666666666666666,0.25,0.5,0.9999997615814209,0.2807721888661444
66,Serverless AWS Lambda typescript definitions,npm,aws; lambda; serverless; sls; typescript; aws-lambda; azure-functions; gcp-functions; serverless-plugin,serverless; lambda; typescript; aws; definitions,0.8,0.4444444444444444,0.5714285714285714,0.8,1.0,0.8790780000963964,typescript; aws,1.0,0.2222222222222222,0.3636363636363636,1.0,1.0,0.5615443777322888,lambda; aws; typescript; serverless; definitions,0.8,0.4444444444444444,0.5714285714285714,0.8,1.0,0.8790780000963964,typescript; aws; lambda; serverless; definitions,0.8,0.4444444444444444,0.5714285714285714,0.8,1.0000001192092896,0.8790780000963964
67,Django app for using API Star as frontend.,pypi,apistar; api; rest; django,django; star; frontend; using,0.25,0.25,0.25,0.5,1.0,0.47909091485969846,using,0.0,0.0,0.0,0.0,0.0,0.0,using; star; django; frontend,0.25,0.25,0.25,0.5,1.0,0.36121211352040195,using; django; star; frontend,0.25,0.25,0.25,0.5,1.0,0.42015151419005026
68,用于input获取Excel之类有格式的信息,npm,jquery; cliptable; excel,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
69,React component wrapper for range-slider-input,npm,range; slider; input; drag; ui; react; component; range-slider; react-component,react; slider; range; component; wrapper,0.8,0.4444444444444444,0.5714285714285714,0.8,1.0,0.8790780000963964,react; component; wrapper,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.6666666666666666,1.0,0.5615443777322888,wrapper; range; component; slider; react,0.8,0.4444444444444444,0.5714285714285714,0.8,1.0,0.7192278111338556,react; component; wrapper; slider; range,0.8,0.4444444444444444,0.5714285714285714,0.8,1.0,0.8228524720689647
70,WebSharper Extensions for Leaflet 1.7.1,nuget,websharper; web; javascript; f#; c#,websharper; leaflet; extensions,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,0.2807721888661444,,0.0,0.0,0.0,0.0,0.0,0.0,extensions; websharper; leaflet,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,0.2807721888661444,websharper; leaflet; extensions,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,0.2807721888661444
71,This sets YUI as the CSS and JS minifier for Batman.,nuget,batman; framework; mvc; webgrease,css; minifier; yui; batman; js,0.2,0.25,0.22222222222222224,0.2,1.0,0.15969697161989949,js,0.0,0.0,0.0,0.0,0.0,0.0,css; js; yui; minifier; sets,0.0,0.0,0.0,0.0,0.0,0.0,js; css; minifier; yui; batman,0.2,0.25,0.22222222222222224,0.2,1.0,0.13755548414400529
72,📤 A redux library to declaratively interact with any API,npm,redux; api; react; redux-api,redux; interact; declaratively,0.3333333333333333,0.25,0.28571428571428575,0.3333333333333333,0.9999998807907104,0.31939394323979897,,0.0,0.0,0.0,0.0,0.0,0.0,declaratively; redux; interact,0.3333333333333333,0.25,0.28571428571428575,0.3333333333333333,0.9999998807907104,0.31939394323979897,redux; interact; declaratively,0.3333333333333333,0.25,0.28571428571428575,0.3333333333333333,0.9999998807907104,0.31939394323979897
73,Shareable PostCSS config used by @wearerequired.,npm,postcss; postcss-config; css; boilerplate; browserlist,postcss; shareable; wearerequired; config; used,0.2,0.2,0.20000000000000004,0.4,1.0,0.35096523608268054,,0.0,0.0,0.0,0.0,0.0,0.0,config; postcss; used; shareable; wearerequired,0.2,0.2,0.20000000000000004,0.4,1.0,0.4211582832992166,postcss; shareable; config; wearerequired; used,0.2,0.2,0.20000000000000004,0.4,1.0,0.36934595283166205
74,👉  https://hyper.fun/c/fa-file-excel/1.3.0,npm,hfc; fa; font-awesome; file-excel,https; excel; file; hyper; fa,0.2,0.25,0.22222222222222224,0.6,0.8717845678329468,0.39801002671415603,,0.0,0.0,0.0,0.0,0.0,0.0,fun; fa; hyper; file; https,0.2,0.25,0.22222222222222224,0.4,1.000000238418579,0.3992424290497487,https; excel; file; hyper; fa,0.2,0.25,0.22222222222222224,0.6,0.8717845678329468,0.39801002671415603
75,Kotlin multi-platform porting of Java's BigIntegers and BigDecimals,maven,bigdecimal; biginteger; js; jvm; kotlin; native,bigintegers; bigdecimals; kotlin; java; platform,0.2,0.16666666666666666,0.1818181818181818,0.6,0.9718897938728333,0.45791971679717963,multi; java,0.0,0.0,0.0,0.0,0.0,0.0,platform; java; porting; multi; bigintegers,0.0,0.0,0.0,0.2,0.9531494379043579,0.06046099995180186,java; multi; bigintegers; bigdecimals; kotlin,0.2,0.16666666666666666,0.1818181818181818,0.6,0.9718897938728333,0.2796888110856574
76,"A Python kernel for JupyterLite, powered by Xeus",pypi,jupyter; jupyterlab; jupyterlab3; jupyterlite; jupyterlite-kernel; python; wasm; xeus-python,jupyterlite; xeus; python; kernel; powered,0.4,0.25,0.3076923076923077,0.8,0.9328152537345886,0.668498858446788,,0.0,0.0,0.0,0.0,0.0,0.0,jupyterlite; kernel; powered; python; xeus,0.4,0.25,0.3076923076923077,0.8,0.9328152537345886,0.6220053776840907,jupyterlite; xeus; python; kernel; powered,0.4,0.25,0.3076923076923077,0.8,0.9328152537345886,0.668498858446788
77,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",conda,airflow; apache; apache-airflow; hacktoberfest; python; scheduler; workflow,workflows; airflow; schedule; author; apache,0.4,0.2857142857142857,0.3333333333333333,0.8,0.9342495203018188,0.630654047168338,apache,1.0,0.14285714285714285,0.25,1.0,1.0,0.2807721888661444,platform; schedule; programmatically; author; airflow,0.2,0.14285714285714285,0.16666666666666666,0.4,0.8975621461868286,0.26130809433667596,apache; schedule; airflow; workflows; author,0.4,0.2857142857142857,0.3333333333333333,0.8,0.9342495203018188,0.668498858446788
78,Angular avatar generate to image format,npm,angular; avatar; letter avatar; custom avatar; color avatar; image upload,avatar; angular; image; generate; format,0.4,0.3333333333333333,0.3636363636363636,0.6,1.0,0.6501181416978065,,0.0,0.0,0.0,0.0,0.0,0.0,generate; avatar; image; angular; format,0.4,0.3333333333333333,0.3636363636363636,0.6,1.0,0.5097320472647343,avatar; angular; image; generate; format,0.4,0.3333333333333333,0.3636363636363636,0.6,1.0,0.6501181416978065
79,OpenAPI client for Veeroute Stock,npm,openapi-client; lss; logistics; veeroute,openapi; veeroute; stock,0.3333333333333333,0.25,0.28571428571428575,0.6666666666666666,0.9105105400085449,0.47909091485969846,,0.0,0.0,0.0,0.0,0.0,0.0,veeroute; openapi; stock,0.3333333333333333,0.25,0.28571428571428575,0.6666666666666666,0.9105105400085449,0.47909091485969846,openapi; veeroute; stock,0.3333333333333333,0.25,0.28571428571428575,0.6666666666666666,0.9105105400085449,0.47909091485969846
80,JavaScript client for Nakama server written in TypeScript.,npm,app server; client library; game server; nakama; realtime; realtime chat; game-server; javascript-client; nakama-js; nakama-server,typescript; nakama; javascript; written,0.25,0.08333333333333333,0.125,0.5,0.8563075065612793,0.36934595283166205,typescript,0.0,0.0,0.0,0.0,0.0,0.0,nakama; written; javascript; typescript,0.25,0.08333333333333333,0.125,0.5,0.8563075065612793,0.36934595283166205,typescript; nakama; javascript; written,0.25,0.08333333333333333,0.125,0.5,0.8563075065612793,0.36934595283166205
81,Simple php wrapper on Newspaper3k Article scraping & curation,packagist,language; news; article; persian; natural-processing; scrapp; newspaper3k,scraping; php; article; curation; wrapper,0.2,0.14285714285714285,0.16666666666666666,0.2,0.8017995953559875,0.17714752793103522,php; wrapper,0.0,0.0,0.0,0.0,0.0,0.0,article; wrapper; scraping; php; curation,0.2,0.14285714285714285,0.16666666666666666,0.2,0.8017995953559875,0.2807721888661444,php; wrapper; scraping; article; curation,0.2,0.14285714285714285,0.16666666666666666,0.2,0.8017995953559875,0.1403860944330722
82,"jQuery plugin that makes it possible to use many heavier images as full screen background slider or image slider, while minimizing their influence on load times.",npm,jquery-plugin; ecosystem:jquery; animation; background; effect; fullscreen; image; lazy; lazyload; slider,slider; background; jquery; load; images,0.4,0.15384615384615385,0.2222222222222222,1.0,0.8382914662361145,0.7807721888661444,,0.0,0.0,0.0,0.0,0.0,0.0,slider; makes; influence; possible; use,0.2,0.07692307692307693,0.1111111111111111,0.2,0.8275326490402222,0.2807721888661444,slider; background; images; minimizing; jquery,0.4,0.15384615384615385,0.2222222222222222,0.8,0.8899006843566895,0.7105791416496083
83,GraphQL directives for Linked Data,npm,graphql; linked; data; directives; query; solid,graphql; linked; directives; data,1.0,0.6666666666666666,0.8,1.0,1.0,0.8790780000963964,data,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0000001192092896,0.2807721888661444,directives; linked; graphql; data,1.0,0.6666666666666666,0.8,1.0,1.0,0.8790780000963964,data; graphql; linked; directives,1.0,0.6666666666666666,0.8,1.0,1.0000001192092896,0.8790780000963964
84,Transform and cache your images through AWS Lambda & CloudFront,packagist,cms; aws; flux; cloudfront; lambda; craft; craftcms; craft-plugin; aws-lambda; aws-s3,cloudfront; aws; cache; lambda; images,0.6,0.23076923076923078,0.33333333333333337,0.6,0.9219633936882019,0.7019304721653611,aws,1.0,0.07692307692307693,0.14285714285714288,1.0,1.0000001192092896,0.2807721888661444,images; aws; cache; lambda; transform,0.4,0.15384615384615385,0.2222222222222222,0.4,0.8959512710571289,0.4211582832992166,aws; cloudfront; cache; images; lambda,0.6,0.23076923076923078,0.33333333333333337,0.6,0.9219633936882019,0.6824663776358925
85,Core functionality for the BitMask wallet,cargo,bitcoin; nft; rgb; rust,bitmask; wallet; core; functionality,0.0,0.0,0.0,0.0,0.0,0.0,core,0.0,0.0,0.0,0.0,0.0,0.0,functionality; bitmask; core; wallet,0.0,0.0,0.0,0.0,0.0,0.0,core; bitmask; wallet; functionality,0.0,0.0,0.0,0.0,0.0,0.0
86,LMDB-based simple key-value store,maven,embedded; key-value; lmbd,lmdb; store; value; key; based,0.0,0.0,0.0,0.6,0.6667376160621643,0.2149296749630493,,0.0,0.0,0.0,0.0,0.0,0.0,key; based; value; lmdb; store,0.0,0.0,0.0,0.6,0.6667376160621643,0.30995311664203284,lmdb; store; value; key; based,0.0,0.0,0.0,0.6,0.6667376160621643,0.2149296749630493
87,Finds a persons public profile page. duh!,npm,find; profile; link; url,profile; page; public; persons; finds,0.2,0.25,0.22222222222222224,0.4,0.9341517686843872,0.38817168531180163,,0.0,0.0,0.0,0.0,0.0,0.0,public; profile; persons; page; finds,0.2,0.25,0.22222222222222224,0.4,0.9341517686843872,0.38817168531180163,profile; public; page; persons; finds,0.2,0.25,0.22222222222222224,0.4,0.9341517686843872,0.38817168531180163
88,A bytecode compiler for Python 3,hackage,bsd3; language-; program,bytecode; python; compiler,0.0,0.0,0.0,0.0,0.6429004073143005,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,compiler; bytecode; python,0.0,0.0,0.0,0.0,0.6429004073143005,0.0,bytecode; python; compiler,0.0,0.0,0.0,0.0,0.6429004073143005,0.0
89,"A free, simple, and easy-to-use technology-style UI component, developed based on vue3",npm,vue; chart; datavisual; datacenter; datacube; techui; ayin86,ui; component; technology; style; free,0.0,0.0,0.0,0.2,0.0,0.1403860944330722,technology; component,0.0,0.0,0.0,0.0,0.0,0.0,technology; component; style; ui; use,0.0,0.0,0.0,0.2,0.0,0.0701930472165361,technology; component; ui; style; free,0.0,0.0,0.0,0.2,0.0,0.08857376396551761
90,A secrets management platform that every engineer can use with minimal code changes.,npm,secrets management; devops; devsecops; cli; go; golang; secret-management; secrets; secrets-management; security,secrets; management; platform; engineer; changes,0.2,0.1,0.13333333333333333,0.4,1.0,0.4211582832992166,,0.0,0.0,0.0,0.0,0.0,0.0,platform; use; every; engineer; management,0.0,0.0,0.0,0.2,0.0,0.06046099995180186,platform; secrets; management; engineer; use,0.2,0.1,0.13333333333333333,0.4,1.0,0.36934595283166205
91,A conflict-free replicated JSON datatype (CRDT) in Scala,maven,crdt; json; scala,scala; crdt; json; datatype; replicated,0.6,1.0,0.7499999999999999,0.6,1.0,1.0,json,1.0,0.3333333333333333,0.5,1.0,1.0,0.38009376671593426,replicated; datatype; json; free; crdt,0.4,0.6666666666666666,0.5,0.4,1.0,0.4035099417625012,json; scala; crdt; datatype; replicated,0.6,1.0,0.7499999999999999,0.6,1.0,1.0
92,React margin and padding style helper higher order component,npm,react; react-component; style; css; margin; layout,react; margin; padding; component; helper,0.4,0.3333333333333333,0.3636363636363636,0.6,0.9019659161567688,0.6317374249488249,react; component,0.5,0.16666666666666666,0.25,1.0,0.852948784828186,0.4211582832992166,padding; higher; style; helper; margin,0.4,0.3333333333333333,0.3636363636363636,0.4,0.9999999403953552,0.29806952783463897,react; component; padding; margin; helper,0.4,0.3333333333333333,0.3636363636363636,0.6,0.9019659161567688,0.5615443777322888
93,"a lean, component-centric style system for React components",npm,css; css-in-js; jss; linaria; babel-plugin; composable-styles; react; reactjs; theming; typescript,react; components; component; lean; centric,0.2,0.1,0.13333333333333333,0.2,1.0000001192092896,0.2807721888661444,react; component,0.5,0.1,0.16666666666666669,0.5,1.0000001192092896,0.2807721888661444,centric; system; style; component; react,0.2,0.1,0.13333333333333333,0.4,1.0000001192092896,0.20949576386912133,react; component; components; centric; lean,0.2,0.1,0.13333333333333333,0.2,1.0000001192092896,0.2807721888661444
94,Watermarkit directive for Vue2/3.,npm,watermark; vue; vue3; directive,watermarkit; directive,0.5,0.25,0.3333333333333333,1.0,0.9480948448181152,0.47909091485969846,,0.0,0.0,0.0,0.0,0.0,0.0,watermarkit; directive,0.5,0.25,0.3333333333333333,1.0,0.9480948448181152,0.47909091485969846,watermarkit; directive,0.5,0.25,0.3333333333333333,1.0,0.9480948448181152,0.47909091485969846
95,"CSNumerics is a .NET Standard class library of various numerical algorithms written in C#.  It currently consists of C# implementations of Michael J.D. Powell's optimization algorithms BOBYQA, LINCOA ...",nuget,numerics; optimization; cobyla; bobyqa; lincoa; dotnet; dotnetstandard,csnumerics; numerical; algorithms; implementations; net,0.0,0.0,0.0,0.4,0.7024106979370117,0.20084709438487408,various; class,0.0,0.0,0.0,0.0,0.0,0.0,algorithms; standard; class; bobyqa; various,0.2,0.14285714285714285,0.16666666666666666,0.4,0.9999998211860657,0.2807721888661444,various; class; algorithms; numerical; csnumerics,0.0,0.0,0.0,0.2,0.68962162733078,0.06046099995180186
96,"Google material color (http://www.google.com/design/spec/style/color.html) implementation for Sass, Less, Stylus, CSS and JS.",bower,google; material; color; sass; less; stylus; css,css; sass; stylus; color; html,0.8,0.5714285714285714,0.6666666666666666,0.8,0.9209480285644531,0.8790780000963964,js; http,0.0,0.0,0.0,0.0,0.0,0.0,color; google; stylus; less; sass,1.0,0.7142857142857143,0.8333333333333333,1.0,1.0,1.0,js; sass; stylus; color; css,0.8,0.5714285714285714,0.6666666666666666,0.8,1.000000238418579,0.7192278111338556
97,Provider component and connect function for generating unique identifiers,npm,react; unique; id,identifiers; provider; component; unique; connect,0.2,0.3333333333333333,0.25,0.6,1.0,0.5701406500739014,function; component,0.0,0.0,0.0,0.0,0.0,0.0,connect; generating; function; component; unique,0.2,0.3333333333333333,0.25,0.2,1.000000238418579,0.16369747519436975,component; function; identifiers; provider; connect,0.0,0.0,0.0,0.4,0.0,0.2149296749630493
98,Vue.js plugin for printing Vue Components,npm,vue.js; vue-printer; vue printer; vue-template-printer; vue template printer; vue.js printer,vue; printing; components; plugin; js,0.0,0.0,0.0,0.4,0.8328607678413391,0.20084709438487408,js,0.0,0.0,0.0,1.0,0.0,0.1403860944330722,vue; printing; plugin; js; components,0.0,0.0,0.0,0.4,0.8328607678413391,0.2105791416496083,js; vue; printing; components; plugin,0.0,0.0,0.0,0.4,0.8328607678413391,0.2807721888661444
99,[![CircleCI](https://circleci.com/gh/tameemsafi/typewriterjs.svg?style=svg)](https://circleci.com/gh/tameemsafi/typewriterjs),npm,typewriter; typewriter effect; es6; react; react typewriter; javascript; typewriterjs,svg; circleci; typewriterjs; https; tameemsafi,0.2,0.14285714285714285,0.16666666666666666,0.2,1.0000001192092896,0.17714752793103522,,0.0,0.0,0.0,0.0,0.0,0.0,circleci; gh; com; svg; tameemsafi,0.0,0.0,0.0,0.0,0.0,0.0,circleci; svg; typewriterjs; https; tameemsafi,0.2,0.14285714285714285,0.16666666666666666,0.2,1.0000001192092896,0.17714752793103522
